Applicant_Name,Country_Code,Application_number,File_Name,Filing_Date,ID_univerzita,API,TYP,TYP_CISLO,Application_Number,API,STAV,API_typ
České vysoké učení technické v Praze,CZ,2013-846,OPENDATAST96_PT_CZ_FULL_PV2013-846.xml,05.11.2013,4,PT/2013-846,PT,1,2013-846,PT/2013-846,Zaniklý dokument,PT/2013-846-1
České vysoké učení technické v Praze,CZ,2013-847,OPENDATAST96_PT_CZ_FULL_PV2013-847.xml,05.11.2013,4,PT/2013-847,PT,1,2013-847,PT/2013-847,Zaniklý dokument,PT/2013-847-1
České vysoké učení technické v Praze,CZ,2013-848,OPENDATAST96_PT_CZ_FULL_PV2013-848.xml,05.11.2013,4,PT/2013-848,PT,1,2013-848,PT/2013-848,Zaniklý dokument,PT/2013-848-1
České vysoké učení technické v Praze,CZ,2013-861,OPENDATAST96_PT_CZ_FULL_PV2013-861.xml,07.11.2013,4,PT/2013-861,PT,1,2013-861,PT/2013-861,Zaniklý dokument,PT/2013-861-1
České vysoké učení technické v Praze,CZ,2013-923,OPENDATAST96_PT_CZ_FULL_PV2013-923.xml,22.11.2013,4,PT/2013-923,PT,1,2013-923,PT/2013-923,Zaniklý dokument,PT/2013-923-1
České vysoké učení technické v Praze,CZ,2014-135,OPENDATAST96_PT_CZ_FULL_PV2014-135.xml,07.03.2014,4,PT/2014-135,PT,1,2014-135,PT/2014-135,Zaniklý dokument,PT/2014-135-1
České vysoké učení technické v Praze,CZ,2014-263,OPENDATAST96_PT_CZ_FULL_PV2014-263.xml,17.04.2014,4,PT/2014-263,PT,1,2014-263,PT/2014-263,Zaniklý dokument,PT/2014-263-1
České vysoké učení technické v Praze,CZ,2014-301,OPENDATAST96_PT_CZ_FULL_PV2014-301.xml,05.05.2014,4,PT/2014-301,PT,1,2014-301,PT/2014-301,Zaniklý dokument,PT/2014-301-1
České vysoké učení technické v Praze,CZ,2014-356,OPENDATAST96_PT_CZ_FULL_PV2014-356.xml,23.05.2014,4,PT/2014-356,PT,1,2014-356,PT/2014-356,Zaniklý dokument,PT/2014-356-1
České vysoké učení technické v Praze,CZ,2014-375,OPENDATAST96_PT_CZ_FULL_PV2014-375.xml,02.06.2014,4,PT/2014-375,PT,1,2014-375,PT/2014-375,Negativně ukončený po zveřejněnĂ­,PT/2014-375-1
České vysoké učení technické v Praze,CZ,2014-396,OPENDATAST96_PT_CZ_FULL_PV2014-396.xml,09.06.2014,4,PT/2014-396,PT,1,2014-396,PT/2014-396,Zaniklý dokument,PT/2014-396-1
České vysoké učení technické v Praze,CZ,2014-427,OPENDATAST96_PT_CZ_FULL_PV2014-427.xml,20.06.2014,4,PT/2014-427,PT,1,2014-427,PT/2014-427,Zaniklý dokument,PT/2014-427-1
České vysoké učení technické v Praze,CZ,2014-500,OPENDATAST96_PT_CZ_FULL_PV2014-500.xml,17.07.2014,4,PT/2014-500,PT,1,2014-500,PT/2014-500,Zaniklý dokument,PT/2014-500-1
České vysoké učení technické v Praze,CZ,2014-537,OPENDATAST96_PT_CZ_FULL_PV2014-537.xml,08.08.2014,4,PT/2014-537,PT,1,2014-537,PT/2014-537,Zaniklý dokument,PT/2014-537-1
České vysoké učení technické v Praze,CZ,2014-779,OPENDATAST96_PT_CZ_FULL_PV2014-779.xml,11.11.2014,4,PT/2014-779,PT,1,2014-779,PT/2014-779,Zaniklý dokument,PT/2014-779-1
České vysoké učení technické v Praze,CZ,2014-805,OPENDATAST96_PT_CZ_FULL_PV2014-805.xml,20.11.2014,4,PT/2014-805,PT,1,2014-805,PT/2014-805,Zaniklý dokument,PT/2014-805-1
České vysoké učení technické v Praze,CZ,2014-827,OPENDATAST96_PT_CZ_FULL_PV2014-827.xml,28.11.2014,4,PT/2014-827,PT,1,2014-827,PT/2014-827,Zaniklý dokument,PT/2014-827-1
České vysoké učení technické v Praze,CZ,2014-83,OPENDATAST96_PT_CZ_FULL_PV2014-83.xml,05.02.2014,4,PT/2014-83,PT,1,2014-83,PT/2014-83,Zaniklý dokument,PT/2014-83-1
České vysoké učení technické v Praze,CZ,2014-839,OPENDATAST96_PT_CZ_FULL_PV2014-839.xml,01.12.2014,4,PT/2014-839,PT,1,2014-839,PT/2014-839,Zaniklý dokument,PT/2014-839-1
České vysoké učení technické v Praze,CZ,2014-840,OPENDATAST96_PT_CZ_FULL_PV2014-840.xml,01.12.2014,4,PT/2014-840,PT,1,2014-840,PT/2014-840,Zaniklý dokument,PT/2014-840-1
České vysoké učení technické v Praze,CZ,2014-841,OPENDATAST96_PT_CZ_FULL_PV2014-841.xml,01.12.2014,4,PT/2014-841,PT,1,2014-841,PT/2014-841,Zaniklý dokument,PT/2014-841-1
České vysoké učení technické v Praze,CZ,2014-842,OPENDATAST96_PT_CZ_FULL_PV2014-842.xml,01.12.2014,4,PT/2014-842,PT,1,2014-842,PT/2014-842,Zaniklý dokument,PT/2014-842-1
České vysoké učení technické v Praze,CZ,2014-909,OPENDATAST96_PT_CZ_FULL_PV2014-909.xml,15.12.2014,4,PT/2014-909,PT,1,2014-909,PT/2014-909,Zaniklý dokument,PT/2014-909-1
České vysoké učení technické v Praze,CZ,2014-937,OPENDATAST96_PT_CZ_FULL_PV2014-937.xml,18.12.2014,4,PT/2014-937,PT,1,2014-937,PT/2014-937,Zaniklý dokument,PT/2014-937-1
České vysoké učení technické v Praze,CZ,2014-94,OPENDATAST96_PT_CZ_FULL_PV2014-94.xml,11.02.2014,4,PT/2014-94,PT,1,2014-94,PT/2014-94,Zaniklý dokument,PT/2014-94-1
České vysoké učení technické v Praze,CZ,2014-979,OPENDATAST96_PT_CZ_FULL_PV2014-979.xml,31.12.2014,4,PT/2014-979,PT,1,2014-979,PT/2014-979,Zaniklý dokument,PT/2014-979-1
České vysoké učení technické v Praze,CZ,2014-98,OPENDATAST96_PT_CZ_FULL_PV2014-98.xml,12.02.2014,4,PT/2014-98,PT,1,2014-98,PT/2014-98,Zaniklý dokument,PT/2014-98-1
České vysoké učení technické v Praze,CZ,2015-115,OPENDATAST96_PT_CZ_FULL_PV2015-115.xml,20.02.2015,4,PT/2015-115,PT,1,2015-115,PT/2015-115,Zaniklý dokument,PT/2015-115-1
České vysoké učení technické v Praze,CZ,2015-126,OPENDATAST96_PT_CZ_FULL_PV2015-126.xml,24.02.2015,4,PT/2015-126,PT,1,2015-126,PT/2015-126,Zaniklý dokument,PT/2015-126-1
České vysoké učení technické v Praze,CZ,2015-15,OPENDATAST96_PT_CZ_FULL_PV2015-15.xml,12.01.2015,4,PT/2015-15,PT,1,2015-15,PT/2015-15,Zaniklý dokument,PT/2015-15-1
České vysoké učení technické v Praze,CZ,2015-16,OPENDATAST96_PT_CZ_FULL_PV2015-16.xml,12.01.2015,4,PT/2015-16,PT,1,2015-16,PT/2015-16,Zaniklý dokument,PT/2015-16-1
České vysoké učení technické v Praze,CZ,2015-18,OPENDATAST96_PT_CZ_FULL_PV2015-18.xml,13.01.2015,4,PT/2015-18,PT,1,2015-18,PT/2015-18,Zaniklý dokument,PT/2015-18-1
České vysoké učení technické v Praze,CZ,2015-199,OPENDATAST96_PT_CZ_FULL_PV2015-199.xml,20.03.2015,4,PT/2015-199,PT,1,2015-199,PT/2015-199,Zaniklý dokument,PT/2015-199-1
České vysoké učení technické v Praze,CZ,2015-223,OPENDATAST96_PT_CZ_FULL_PV2015-223.xml,30.03.2015,4,PT/2015-223,PT,1,2015-223,PT/2015-223,Zaniklý dokument,PT/2015-223-1
České vysoké učení technické v Praze,CZ,2015-263,OPENDATAST96_PT_CZ_FULL_PV2015-263.xml,20.04.2015,4,PT/2015-263,PT,1,2015-263,PT/2015-263,Zaniklý dokument,PT/2015-263-1
České vysoké učení technické v Praze,CZ,2015-306,OPENDATAST96_PT_CZ_FULL_PV2015-306.xml,04.05.2015,4,PT/2015-306,PT,1,2015-306,PT/2015-306,Zaniklý dokument,PT/2015-306-1
České vysoké učení technické v Praze,CZ,2015-327,OPENDATAST96_PT_CZ_FULL_PV2015-327.xml,15.05.2015,4,PT/2015-327,PT,1,2015-327,PT/2015-327,Negativně ukončený po zveřejněnĂ­,PT/2015-327-1
České vysoké učení technické v Praze,CZ,2015-42,OPENDATAST96_PT_CZ_FULL_PV2015-42.xml,23.01.2015,4,PT/2015-42,PT,1,2015-42,PT/2015-42,Negativně ukončený po zveřejněnĂ­,PT/2015-42-1
České vysoké učení technické v Praze,CZ,2015-420,OPENDATAST96_PT_CZ_FULL_PV2015-420.xml,23.06.2015,4,PT/2015-420,PT,1,2015-420,PT/2015-420,Zaniklý dokument,PT/2015-420-1
České vysoké učení technické v Praze,CZ,2015-455,OPENDATAST96_PT_CZ_FULL_PV2015-455.xml,01.07.2015,4,PT/2015-455,PT,1,2015-455,PT/2015-455,Zaniklý dokument,PT/2015-455-1
České vysoké učení technické v Praze,CZ,2015-511,OPENDATAST96_PT_CZ_FULL_PV2015-511.xml,22.07.2015,4,PT/2015-511,PT,1,2015-511,PT/2015-511,Zaniklý dokument,PT/2015-511-1
České vysoké učení technické v Praze,CZ,2015-647,OPENDATAST96_PT_CZ_FULL_PV2015-647.xml,21.09.2015,4,PT/2015-647,PT,1,2015-647,PT/2015-647,Zaniklý dokument,PT/2015-647-1
České vysoké učení technické v Praze,CZ,2015-685,OPENDATAST96_PT_CZ_FULL_PV2015-685.xml,02.10.2015,4,PT/2015-685,PT,1,2015-685,PT/2015-685,Zaniklý dokument,PT/2015-685-1
České vysoké učení technické v Praze,CZ,2015-7,OPENDATAST96_PT_CZ_FULL_PV2015-7.xml,08.01.2015,4,PT/2015-7,PT,1,2015-7,PT/2015-7,Zaniklý dokument,PT/2015-7-1
České vysoké učení technické v Praze,CZ,2015-73,OPENDATAST96_PT_CZ_FULL_PV2015-73.xml,05.02.2015,4,PT/2015-73,PT,1,2015-73,PT/2015-73,Zaniklý dokument,PT/2015-73-1
České vysoké učení technické v Praze,CZ,2015-750,OPENDATAST96_PT_CZ_FULL_PV2015-750.xml,26.10.2015,4,PT/2015-750,PT,1,2015-750,PT/2015-750,Zaniklý dokument,PT/2015-750-1
České vysoké učení technické v Praze,CZ,2015-8,OPENDATAST96_PT_CZ_FULL_PV2015-8.xml,08.01.2015,4,PT/2015-8,PT,1,2015-8,PT/2015-8,Zaniklý dokument,PT/2015-8-1
České vysoké učení technické v Praze,CZ,2015-835,OPENDATAST96_PT_CZ_FULL_PV2015-835.xml,26.11.2015,4,PT/2015-835,PT,1,2015-835,PT/2015-835,Zaniklý dokument,PT/2015-835-1
České vysoké učení technické v Praze,CZ,2015-841,OPENDATAST96_PT_CZ_FULL_PV2015-841.xml,30.11.2015,4,PT/2015-841,PT,1,2015-841,PT/2015-841,Zaniklý dokument,PT/2015-841-1
České vysoké učení technické v Praze,CZ,2015-863,OPENDATAST96_PT_CZ_FULL_PV2015-863.xml,04.12.2015,4,PT/2015-863,PT,1,2015-863,PT/2015-863,Zaniklý dokument,PT/2015-863-1
České vysoké učení technické v Praze,CZ,2015-898,OPENDATAST96_PT_CZ_FULL_PV2015-898.xml,14.12.2015,4,PT/2015-898,PT,1,2015-898,PT/2015-898,Zaniklý dokument,PT/2015-898-1
České vysoké učení technické v Praze,CZ,2015-911,OPENDATAST96_PT_CZ_FULL_PV2015-911.xml,18.12.2015,4,PT/2015-911,PT,1,2015-911,PT/2015-911,Zaniklý dokument,PT/2015-911-1
České vysoké učení technické v Praze,CZ,2015-912,OPENDATAST96_PT_CZ_FULL_PV2015-912.xml,18.12.2015,4,PT/2015-912,PT,1,2015-912,PT/2015-912,Zaniklý dokument,PT/2015-912-1
České vysoké učení technické v Praze,CZ,2016-225,OPENDATAST96_PT_CZ_FULL_PV2016-225.xml,19.04.2016,4,PT/2016-225,PT,1,2016-225,PT/2016-225,Zaniklý dokument,PT/2016-225-1
České vysoké učení technické v Praze,CZ,2016-269,OPENDATAST96_PT_CZ_FULL_PV2016-269.xml,10.05.2016,4,PT/2016-269,PT,1,2016-269,PT/2016-269,Zaniklý dokument,PT/2016-269-1
České vysoké učení technické v Praze,CZ,2016-272,OPENDATAST96_PT_CZ_FULL_PV2016-272.xml,10.05.2016,4,PT/2016-272,PT,1,2016-272,PT/2016-272,Zaniklý dokument,PT/2016-272-1
České vysoké učení technické v Praze,CZ,2016-540,OPENDATAST96_PT_CZ_FULL_PV2016-540.xml,05.09.2016,4,PT/2016-540,PT,1,2016-540,PT/2016-540,Zveřejněná přihláška,PT/2016-540-1
České vysoké učení technické v Praze,CZ,2016-595,OPENDATAST96_PT_CZ_FULL_PV2016-595.xml,23.09.2016,4,PT/2016-595,PT,1,2016-595,PT/2016-595,Zaniklý dokument,PT/2016-595-1
České vysoké učení technické v Praze,CZ,2016-656,OPENDATAST96_PT_CZ_FULL_PV2016-656.xml,20.10.2016,4,PT/2016-656,PT,1,2016-656,PT/2016-656,Zaniklý dokument,PT/2016-656-1
České vysoké učení technické v Praze,CZ,2016-673,OPENDATAST96_PT_CZ_FULL_PV2016-673.xml,31.10.2016,4,PT/2016-673,PT,1,2016-673,PT/2016-673,Zaniklý dokument,PT/2016-673-1
České vysoké učení technické v Praze,CZ,2016-697,OPENDATAST96_PT_CZ_FULL_PV2016-697.xml,08.11.2016,4,PT/2016-697,PT,1,2016-697,PT/2016-697,Zaniklý dokument,PT/2016-697-1
České vysoké učení technické v Praze,CZ,2016-761,OPENDATAST96_PT_CZ_FULL_PV2016-761.xml,04.12.2016,4,PT/2016-761,PT,1,2016-761,PT/2016-761,Zaniklý dokument,PT/2016-761-1
České vysoké učení technické v Praze,CZ,2016-8,OPENDATAST96_PT_CZ_FULL_PV2016-8.xml,11.01.2016,4,PT/2016-8,PT,1,2016-8,PT/2016-8,Zaniklý dokument,PT/2016-8-1
České vysoké učení technické v Praze,CZ,2016-823,OPENDATAST96_PT_CZ_FULL_PV2016-823.xml,22.12.2016,4,PT/2016-823,PT,1,2016-823,PT/2016-823,Zaniklý dokument,PT/2016-823-1
České vysoké učení technické v Praze,CZ,2017-107,OPENDATAST96_PT_CZ_FULL_PV2017-107.xml,24.02.2017,4,PT/2017-107,PT,1,2017-107,PT/2017-107,Zaniklý dokument,PT/2017-107-1
České vysoké učení technické v Praze,CZ,2017-130,OPENDATAST96_PT_CZ_FULL_PV2017-130.xml,09.03.2017,4,PT/2017-130,PT,1,2017-130,PT/2017-130,Zaniklý dokument,PT/2017-130-1
České vysoké učení technické v Praze,CZ,2017-270,OPENDATAST96_PT_CZ_FULL_PV2017-270.xml,16.05.2017,4,PT/2017-270,PT,1,2017-270,PT/2017-270,Zaniklý dokument,PT/2017-270-1
České vysoké učení technické v Praze,CZ,2017-34,OPENDATAST96_PT_CZ_FULL_PV2017-34.xml,24.01.2017,4,PT/2017-34,PT,1,2017-34,PT/2017-34,Zaniklý dokument,PT/2017-34-1
České vysoké učení technické v Praze,CZ,2017-346,OPENDATAST96_PT_CZ_FULL_PV2017-346.xml,16.06.2017,4,PT/2017-346,PT,1,2017-346,PT/2017-346,Zaniklý dokument,PT/2017-346-1
České vysoké učení technické v Praze,CZ,2017-386,OPENDATAST96_PT_CZ_FULL_PV2017-386.xml,30.06.2017,4,PT/2017-386,PT,1,2017-386,PT/2017-386,Zaniklý dokument,PT/2017-386-1
České vysoké učení technické v Praze,CZ,2017-413,OPENDATAST96_PT_CZ_FULL_PV2017-413.xml,18.07.2017,4,PT/2017-413,PT,1,2017-413,PT/2017-413,Zaniklý dokument,PT/2017-413-1
České vysoké učení technické v Praze,CZ,2017-520,OPENDATAST96_PT_CZ_FULL_PV2017-520.xml,07.09.2017,4,PT/2017-520,PT,1,2017-520,PT/2017-520,Zaniklý dokument,PT/2017-520-1
České vysoké učení technické v Praze,CZ,2017-710,OPENDATAST96_PT_CZ_FULL_PV2017-710.xml,06.11.2017,4,PT/2017-710,PT,1,2017-710,PT/2017-710,Zaniklý dokument,PT/2017-710-1
České vysoké učení technické v Praze,CZ,2017-712,OPENDATAST96_PT_CZ_FULL_PV2017-712.xml,06.11.2017,4,PT/2017-712,PT,1,2017-712,PT/2017-712,Zaniklý dokument,PT/2017-712-1
České vysoké učení technické v Praze,CZ,2017-718,OPENDATAST96_PT_CZ_FULL_PV2017-718.xml,08.11.2017,4,PT/2017-718,PT,1,2017-718,PT/2017-718,Negativně ukončený po zveřejněnĂ­,PT/2017-718-1
České vysoké učení technické v Praze,CZ,2017-860,OPENDATAST96_PT_CZ_FULL_PV2017-860.xml,31.12.2017,4,PT/2017-860,PT,1,2017-860,PT/2017-860,Negativně ukončený po zveřejněnĂ­,PT/2017-860-1
České vysoké učení technické v Praze,CZ,2017-94,OPENDATAST96_PT_CZ_FULL_PV2017-94.xml,17.02.2017,4,PT/2017-94,PT,1,2017-94,PT/2017-94,Zaniklý dokument,PT/2017-94-1
České vysoké učení technické v Praze,CZ,2018-291,OPENDATAST96_PT_CZ_FULL_PV2018-291.xml,14.06.2018,4,PT/2018-291,PT,1,2018-291,PT/2018-291,Zaniklý dokument,PT/2018-291-1
České vysoké učení technické v Praze,CZ,2018-308,OPENDATAST96_PT_CZ_FULL_PV2018-308.xml,25.06.2018,4,PT/2018-308,PT,1,2018-308,PT/2018-308,Zaniklý dokument,PT/2018-308-1
České vysoké učení technické v Praze,CZ,2018-375,OPENDATAST96_PT_CZ_FULL_PV2018-375.xml,25.07.2018,4,PT/2018-375,PT,1,2018-375,PT/2018-375,Negativně ukončený po zveřejněnĂ­,PT/2018-375-1
České vysoké učení technické v Praze,CZ,2018-537,OPENDATAST96_PT_CZ_FULL_PV2018-537.xml,09.10.2018,4,PT/2018-537,PT,1,2018-537,PT/2018-537,Negativně ukončený po zveřejněnĂ­,PT/2018-537-1
České vysoké učení technické v Praze,CZ,2018-587,OPENDATAST96_PT_CZ_FULL_PV2018-587.xml,29.10.2018,4,PT/2018-587,PT,1,2018-587,PT/2018-587,Zaniklý dokument,PT/2018-587-1
České vysoké učení technické v Praze,CZ,2018-593,OPENDATAST96_PT_CZ_FULL_PV2018-593.xml,31.10.2018,4,PT/2018-593,PT,1,2018-593,PT/2018-593,Zaniklý dokument,PT/2018-593-1
České vysoké učení technické v Praze,CZ,2018-64,OPENDATAST96_PT_CZ_FULL_PV2018-64.xml,08.02.2018,4,PT/2018-64,PT,1,2018-64,PT/2018-64,Platný dokument,PT/2018-64-1
České vysoké učení technické v Praze,CZ,2018-696,OPENDATAST96_PT_CZ_FULL_PV2018-696.xml,12.12.2018,4,PT/2018-696,PT,1,2018-696,PT/2018-696,Zaniklý dokument,PT/2018-696-1
České vysoké učení technické v Praze,CZ,2018-738,OPENDATAST96_PT_CZ_FULL_PV2018-738.xml,21.12.2018,4,PT/2018-738,PT,1,2018-738,PT/2018-738,Zaniklý dokument,PT/2018-738-1
České vysoké učení technické v Praze,CZ,2018-739,OPENDATAST96_PT_CZ_FULL_PV2018-739.xml,21.12.2018,4,PT/2018-739,PT,1,2018-739,PT/2018-739,Zaniklý dokument,PT/2018-739-1
České vysoké učení technické v Praze,CZ,2019-387,OPENDATAST96_PT_CZ_FULL_PV2019-387.xml,19.06.2019,4,PT/2019-387,PT,1,2019-387,PT/2019-387,Zaniklý dokument,PT/2019-387-1
České vysoké učení technické v Praze,CZ,2019-410,OPENDATAST96_PT_CZ_FULL_PV2019-410.xml,24.06.2019,4,PT/2019-410,PT,1,2019-410,PT/2019-410,Negativně ukončený po zveřejněnĂ­,PT/2019-410-1
České vysoké učení technické v Praze,CZ,2019-543,OPENDATAST96_PT_CZ_FULL_PV2019-543.xml,20.08.2019,4,PT/2019-543,PT,1,2019-543,PT/2019-543,Zaniklý dokument,PT/2019-543-1
České vysoké učení technické v Praze,CZ,2019-648,OPENDATAST96_PT_CZ_FULL_PV2019-648.xml,18.10.2019,4,PT/2019-648,PT,1,2019-648,PT/2019-648,Zaniklý dokument,PT/2019-648-1
České vysoké učení technické v Praze,CZ,2020-549,OPENDATAST96_PT_CZ_FULL_PV2020-549.xml,10.10.2020,4,PT/2020-549,PT,1,2020-549,PT/2020-549,Zaniklý dokument,PT/2020-549-1
"České vysoké učení technické v Praze  
Fakulta  elektrotechnická",CZ,2013-28518,OPENDATAST96_PT_CZ_FULL_PUV2013-28518.xml,24.09.2013,4,PUV/28518,PUV,2,2013-28518,PUV/28518,Zaniklý dokument,PUV/28518-2
České vysoké učení technické v Praze - Fakulta elektrotechnická,CZ,2013-27327,OPENDATAST96_PT_CZ_FULL_PUV2013-27327.xml,14.01.2013,4,PUV/27327,PUV,2,2013-27327,PUV/27327,Zaniklý dokument,PUV/27327-2
České vysoké učení technické v Praze - fakulta elektrotechnická,CZ,2013-149,OPENDATAST96_PT_CZ_FULL_PV2013-149.xml,27.02.2013,4,PT/2013-149,PT,1,2013-149,PT/2013-149,Zaniklý dokument,PT/2013-149-1
České vysoké učení technické v Praze - fakulta elektrotechnická,CZ,2013-218,OPENDATAST96_PT_CZ_FULL_PV2013-218.xml,25.03.2013,4,PT/2013-218,PT,1,2013-218,PT/2013-218,Zaniklý dokument,PT/2013-218-1
České vysoké učení technické v Praze - fakulta stavební,CZ,2013-28985,OPENDATAST96_PT_CZ_DIFF_PUV2013-28985.xml,19.12.2013,4,PUV/28985,PUV,2,2013-28985,PUV/28985,Zaniklý dokument,PUV/28985-2
České vysoké učení technické v Praze - fakulta stavební,CZ,2013-27307,OPENDATAST96_PT_CZ_FULL_PUV2013-27307.xml,09.01.2013,4,PUV/27307,PUV,2,2013-27307,PUV/27307,Zaniklý dokument,PUV/27307-2
České vysoké učení technické v Praze - fakulta stavební,CZ,2013-27482,OPENDATAST96_PT_CZ_FULL_PUV2013-27482.xml,21.02.2013,4,PUV/27482,PUV,2,2013-27482,PUV/27482,Zaniklý dokument,PUV/27482-2
České vysoké učení technické v Praze - fakulta stavební,CZ,2013-27664,OPENDATAST96_PT_CZ_FULL_PUV2013-27664.xml,27.03.2013,4,PUV/27664,PUV,2,2013-27664,PUV/27664,Zaniklý dokument,PUV/27664-2
České vysoké učení technické v Praze - fakulta stavební,CZ,2013-27696,OPENDATAST96_PT_CZ_FULL_PUV2013-27696.xml,03.04.2013,4,PUV/27696,PUV,2,2013-27696,PUV/27696,Zaniklý dokument,PUV/27696-2
České vysoké učení technické v Praze - fakulta stavební,CZ,2013-28158,OPENDATAST96_PT_CZ_FULL_PUV2013-28158.xml,03.07.2013,4,PUV/28158,PUV,2,2013-28158,PUV/28158,Zaniklý dokument,PUV/28158-2
České vysoké učení technické v Praze - fakulta stavební,CZ,2013-28159,OPENDATAST96_PT_CZ_FULL_PUV2013-28159.xml,03.07.2013,4,PUV/28159,PUV,2,2013-28159,PUV/28159,Zaniklý dokument,PUV/28159-2
České vysoké učení technické v Praze - fakulta stavební,CZ,2013-28807,OPENDATAST96_PT_CZ_FULL_PUV2013-28807.xml,21.11.2013,4,PUV/28807,PUV,2,2013-28807,PUV/28807,Zaniklý dokument,PUV/28807-2
České vysoké učení technické v Praze - fakulta stavební,CZ,2013-28808,OPENDATAST96_PT_CZ_FULL_PUV2013-28808.xml,21.11.2013,4,PUV/28808,PUV,2,2013-28808,PUV/28808,Zaniklý dokument,PUV/28808-2
České vysoké učení technické v Praze - fakulta stavební,CZ,2013-129,OPENDATAST96_PT_CZ_FULL_PV2013-129.xml,21.02.2013,4,PT/2013-129,PT,1,2013-129,PT/2013-129,Zaniklý dokument,PT/2013-129-1
České vysoké učení technické v Praze - fakulta stavební,CZ,2013-229,OPENDATAST96_PT_CZ_FULL_PV2013-229.xml,27.03.2013,4,PT/2013-229,PT,1,2013-229,PT/2013-229,Zaniklý dokument,PT/2013-229-1
České vysoké učení technické v Praze - fakulta stavební,CZ,2013-918,OPENDATAST96_PT_CZ_FULL_PV2013-918.xml,21.11.2013,4,PT/2013-918,PT,1,2013-918,PT/2013-918,Zaniklý dokument,PT/2013-918-1
České vysoké učení technické v Praze - fakulta stavební,CZ,2013-919,OPENDATAST96_PT_CZ_FULL_PV2013-919.xml,21.11.2013,4,PT/2013-919,PT,1,2013-919,PT/2013-919,Zaniklý dokument,PT/2013-919-1
"České vysoké učení technické v Praze 
(Český institut informatiky, robotiky a kybernetiky)",CZ,2019-779,OPENDATAST96_PT_CZ_DIFF_PV2019-779.xml,17.12.2019,4,PT/2019-779,PT,1,2019-779,PT/2019-779,Platný dokument na poshovovací lhůtě,PT/2019-779-1
"České vysoké učení technické v Praze 
Fakulta elektrotechnická",CZ,2013-27316,OPENDATAST96_PT_CZ_FULL_PUV2013-27316.xml,10.01.2013,4,PUV/27316,PUV,2,2013-27316,PUV/27316,Zaniklý dokument,PUV/27316-2
"České vysoké učení technické v Praze 
Fakulta elektrotechnická",CZ,2013-27419,OPENDATAST96_PT_CZ_FULL_PUV2013-27419.xml,07.02.2013,4,PUV/27419,PUV,2,2013-27419,PUV/27419,Zaniklý dokument,PUV/27419-2
"České vysoké učení technické v Praze 
Fakulta elektrotechnická",CZ,2013-27649,OPENDATAST96_PT_CZ_FULL_PUV2013-27649.xml,25.03.2013,4,PUV/27649,PUV,2,2013-27649,PUV/27649,Zaniklý dokument,PUV/27649-2
"České vysoké učení technické v Praze 
Fakulta elektrotechnická",CZ,2013-27997,OPENDATAST96_PT_CZ_FULL_PUV2013-27997.xml,29.05.2013,4,PUV/27997,PUV,2,2013-27997,PUV/27997,Zaniklý dokument,PUV/27997-2
"České vysoké učení technické v Praze 
Fakulta elektrotechnická",CZ,2014-29383,OPENDATAST96_PT_CZ_FULL_PUV2014-29383.xml,26.03.2014,4,PUV/29383,PUV,2,2014-29383,PUV/29383,Zaniklý dokument,PUV/29383-2
"České vysoké učení technické v Praze 
Fakulta elektrotechnická",CZ,2014-29471,OPENDATAST96_PT_CZ_FULL_PUV2014-29471.xml,15.04.2014,4,PUV/29471,PUV,2,2014-29471,PUV/29471,Zaniklý dokument,PUV/29471-2
"České vysoké učení technické v Praze 
Fakulta elektrotechnická",CZ,2014-29549,OPENDATAST96_PT_CZ_FULL_PUV2014-29549.xml,13.05.2014,4,PUV/29549,PUV,2,2014-29549,PUV/29549,Zaniklý dokument,PUV/29549-2
"České vysoké učení technické v Praze 
Fakulta stavební",CZ,2013-27561,OPENDATAST96_PT_CZ_FULL_PUV2013-27561.xml,07.03.2013,4,PUV/27561,PUV,2,2013-27561,PUV/27561,Zaniklý dokument,PUV/27561-2
"České vysoké učení technické v Praze 
Fakulta stavební",CZ,2013-28185,OPENDATAST96_PT_CZ_FULL_PUV2013-28185.xml,09.07.2013,4,PUV/28185,PUV,2,2013-28185,PUV/28185,Zaniklý dokument,PUV/28185-2
"České vysoké učení technické v Praze 
Fakulta stavební",CZ,2013-28235,OPENDATAST96_PT_CZ_FULL_PUV2013-28235.xml,22.07.2013,4,PUV/28235,PUV,2,2013-28235,PUV/28235,Zaniklý dokument,PUV/28235-2
"České vysoké učení technické v Praze 
Fakulta stavební",CZ,2013-28236,OPENDATAST96_PT_CZ_FULL_PUV2013-28236.xml,22.07.2013,4,PUV/28236,PUV,2,2013-28236,PUV/28236,Zaniklý dokument,PUV/28236-2
"České vysoké učení technické v Praze 
Fakulta stavební",CZ,2013-28237,OPENDATAST96_PT_CZ_FULL_PUV2013-28237.xml,22.07.2013,4,PUV/28237,PUV,2,2013-28237,PUV/28237,Zaniklý dokument,PUV/28237-2
"České vysoké učení technické v Praze 
Kloknerův ústav",CZ,2013-28047,OPENDATAST96_PT_CZ_DIFF_PUV2013-28047.xml,10.06.2013,4,PUV/28047,PUV,2,2013-28047,PUV/28047,Zaniklý dokument,PUV/28047-2
"České vysoké učení technické v Praze 
Univerzitní centrum energeticky efektivních budov",CZ,2013-822,OPENDATAST96_PT_CZ_DIFF_PV2013-822.xml,25.10.2013,4,PT/2013-822,PT,1,2013-822,PT/2013-822,Zaniklý dokument,PT/2013-822-1
