ID_univerzita
3
3
6
4
4
4
4
4
4
4
4
4
19
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
9
6
6
6
6
6
7
7
7
7
7
7
7
7
7
7
7
7
7
7
19
19
19
19
11
11
11
11
11
11
11
11
11
11
11
12
12
12
14
15
15
15
16
26
16
16
16
16
16
16
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
21
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
21
6
6
6
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
25
14
14
14
14
8
21
