Applicant_name,Country_code,Application_number,File_name,Filing_date,ID_univerzita,API,TYP,TYP_cislo,Application_number,API,STAV,API_typ
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2022-39820,OPENDATAST96_PT_CZ_FULL_PUV2022-39820.xml,44675,4,PUV/39820,PUV,2,2022-39820,PUV/39820,PlatnĂ˝ dokument,PUV/39820-2
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2022-39821,OPENDATAST96_PT_CZ_FULL_PUV2022-39821.xml,44676,4,PUV/39821,PUV,2,2022-39821,PUV/39821,PlatnĂ˝ dokument,PUV/39821-2
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2022-39994,OPENDATAST96_PT_CZ_FULL_PUV2022-39994.xml,44722,4,PUV/39994,PUV,2,2022-39994,PUV/39994,PlatnĂ˝ dokument,PUV/39994-2
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2022-40090,OPENDATAST96_PT_CZ_FULL_PUV2022-40090.xml,44763,4,PUV/40090,PUV,2,2022-40090,PUV/40090,PlatnĂ˝ dokument,PUV/40090-2
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2022-40156,OPENDATAST96_PT_CZ_FULL_PUV2022-40156.xml,44790,4,PUV/40156,PUV,2,2022-40156,PUV/40156,PlatnĂ˝ dokument,PUV/40156-2
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2022-40170,OPENDATAST96_PT_CZ_FULL_PUV2022-40170.xml,44797,4,PUV/40170,PUV,2,2022-40170,PUV/40170,PlatnĂ˝ dokument,PUV/40170-2
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2022-40293,OPENDATAST96_PT_CZ_FULL_PUV2022-40293.xml,44834,4,PUV/40293,PUV,2,2022-40293,PUV/40293,PlatnĂ˝ dokument,PUV/40293-2
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2022-40294,OPENDATAST96_PT_CZ_FULL_PUV2022-40294.xml,44834,4,PUV/40294,PUV,2,2022-40294,PUV/40294,PlatnĂ˝ dokument,PUV/40294-2
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2022-40507,OPENDATAST96_PT_CZ_FULL_PUV2022-40507.xml,44887,4,PUV/40507,PUV,2,2022-40507,PUV/40507,PlatnĂ˝ dokument,PUV/40507-2
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2023-40986,OPENDATAST96_PT_CZ_FULL_PUV2023-40986.xml,45062,4,PUV/40986,PUV,2,2023-40986,PUV/40986,PlatnĂ˝ dokument,PUV/40986-2
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2013-1004,OPENDATAST96_PT_CZ_FULL_PV2013-1004.xml,41621,4,PT/2013-1004,PT,1,2013-1004,PT/2013-1004,ZaniklĂ˝ dokument,PT/2013-1004-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2013-1005,OPENDATAST96_PT_CZ_FULL_PV2013-1005.xml,41621,4,PT/2013-1005,PT,1,2013-1005,PT/2013-1005,ZaniklĂ˝ dokument,PT/2013-1005-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2013-102,OPENDATAST96_PT_CZ_FULL_PV2013-102.xml,41319,4,PT/2013-102,PT,1,2013-102,PT/2013-102,ZaniklĂ˝ dokument,PT/2013-102-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2013-179,OPENDATAST96_PT_CZ_FULL_PV2013-179.xml,41344,4,PT/2013-179,PT,1,2013-179,PT/2013-179,ZaniklĂ˝ dokument,PT/2013-179-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2013-180,OPENDATAST96_PT_CZ_FULL_PV2013-180.xml,41344,4,PT/2013-180,PT,1,2013-180,PT/2013-180,ZaniklĂ˝ dokument,PT/2013-180-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2013-203,OPENDATAST96_PT_CZ_FULL_PV2013-203.xml,41354,4,PT/2013-203,PT,1,2013-203,PT/2013-203,ZaniklĂ˝ dokument,PT/2013-203-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2013-25,OPENDATAST96_PT_CZ_FULL_PV2013-25.xml,41288,4,PT/2013-25,PT,1,2013-25,PT/2013-25,ZaniklĂ˝ dokument,PT/2013-25-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2013-258,OPENDATAST96_PT_CZ_FULL_PV2013-258.xml,41368,4,PT/2013-258,PT,1,2013-258,PT/2013-258,ZaniklĂ˝ dokument,PT/2013-258-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2013-283,OPENDATAST96_PT_CZ_FULL_PV2013-283.xml,41379,4,PT/2013-283,PT,1,2013-283,PT/2013-283,ZaniklĂ˝ dokument,PT/2013-283-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2013-349,OPENDATAST96_PT_CZ_FULL_PV2013-349.xml,41407,4,PT/2013-349,PT,1,2013-349,PT/2013-349,ZaniklĂ˝ dokument,PT/2013-349-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2013-395,OPENDATAST96_PT_CZ_FULL_PV2013-395.xml,41423,4,PT/2013-395,PT,1,2013-395,PT/2013-395,ZaniklĂ˝ dokument,PT/2013-395-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2013-396,OPENDATAST96_PT_CZ_FULL_PV2013-396.xml,41423,4,PT/2013-396,PT,1,2013-396,PT/2013-396,ZaniklĂ˝ dokument,PT/2013-396-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2013-397,OPENDATAST96_PT_CZ_FULL_PV2013-397.xml,41423,4,PT/2013-397,PT,1,2013-397,PT/2013-397,ZaniklĂ˝ dokument,PT/2013-397-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2013-460,OPENDATAST96_PT_CZ_FULL_PV2013-460.xml,41442,4,PT/2013-460,PT,1,2013-460,PT/2013-460,ZaniklĂ˝ dokument,PT/2013-460-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2013-461,OPENDATAST96_PT_CZ_FULL_PV2013-461.xml,41442,4,PT/2013-461,PT,1,2013-461,PT/2013-461,ZaniklĂ˝ dokument,PT/2013-461-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2013-482,OPENDATAST96_PT_CZ_FULL_PV2013-482.xml,41446,4,PT/2013-482,PT,1,2013-482,PT/2013-482,ZaniklĂ˝ dokument,PT/2013-482-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2013-515,OPENDATAST96_PT_CZ_FULL_PV2013-515.xml,41456,4,PT/2013-515,PT,1,2013-515,PT/2013-515,ZaniklĂ˝ dokument,PT/2013-515-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2013-57,OPENDATAST96_PT_CZ_FULL_PV2013-57.xml,41303,4,PT/2013-57,PT,1,2013-57,PT/2013-57,ZaniklĂ˝ dokument,PT/2013-57-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2013-613,OPENDATAST96_PT_CZ_FULL_PV2013-613.xml,41494,4,PT/2013-613,PT,1,2013-613,PT/2013-613,ZaniklĂ˝ dokument,PT/2013-613-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2013-672,OPENDATAST96_PT_CZ_FULL_PV2013-672.xml,41520,4,PT/2013-672,PT,1,2013-672,PT/2013-672,ZaniklĂ˝ dokument,PT/2013-672-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2013-714,OPENDATAST96_PT_CZ_FULL_PV2013-714.xml,41535,4,PT/2013-714,PT,1,2013-714,PT/2013-714,ZaniklĂ˝ dokument,PT/2013-714-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2013-727,OPENDATAST96_PT_CZ_FULL_PV2013-727.xml,41537,4,PT/2013-727,PT,1,2013-727,PT/2013-727,ZaniklĂ˝ dokument,PT/2013-727-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2013-736,OPENDATAST96_PT_CZ_FULL_PV2013-736.xml,41541,4,PT/2013-736,PT,1,2013-736,PT/2013-736,ZaniklĂ˝ dokument,PT/2013-736-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2013-774,OPENDATAST96_PT_CZ_FULL_PV2013-774.xml,41551,4,PT/2013-774,PT,1,2013-774,PT/2013-774,ZaniklĂ˝ dokument,PT/2013-774-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2013-792,OPENDATAST96_PT_CZ_FULL_PV2013-792.xml,41562,4,PT/2013-792,PT,1,2013-792,PT/2013-792,ZaniklĂ˝ dokument,PT/2013-792-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2013-84,OPENDATAST96_PT_CZ_FULL_PV2013-84.xml,41312,4,PT/2013-84,PT,1,2013-84,PT/2013-84,ZaniklĂ˝ dokument,PT/2013-84-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2013-846,OPENDATAST96_PT_CZ_FULL_PV2013-846.xml,41583,4,PT/2013-846,PT,1,2013-846,PT/2013-846,ZaniklĂ˝ dokument,PT/2013-846-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2013-847,OPENDATAST96_PT_CZ_FULL_PV2013-847.xml,41583,4,PT/2013-847,PT,1,2013-847,PT/2013-847,ZaniklĂ˝ dokument,PT/2013-847-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2013-848,OPENDATAST96_PT_CZ_FULL_PV2013-848.xml,41583,4,PT/2013-848,PT,1,2013-848,PT/2013-848,ZaniklĂ˝ dokument,PT/2013-848-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2013-861,OPENDATAST96_PT_CZ_FULL_PV2013-861.xml,41585,4,PT/2013-861,PT,1,2013-861,PT/2013-861,ZaniklĂ˝ dokument,PT/2013-861-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2013-923,OPENDATAST96_PT_CZ_FULL_PV2013-923.xml,41600,4,PT/2013-923,PT,1,2013-923,PT/2013-923,ZaniklĂ˝ dokument,PT/2013-923-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2014-135,OPENDATAST96_PT_CZ_FULL_PV2014-135.xml,41705,4,PT/2014-135,PT,1,2014-135,PT/2014-135,ZaniklĂ˝ dokument,PT/2014-135-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2014-263,OPENDATAST96_PT_CZ_FULL_PV2014-263.xml,41746,4,PT/2014-263,PT,1,2014-263,PT/2014-263,ZaniklĂ˝ dokument,PT/2014-263-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2014-301,OPENDATAST96_PT_CZ_FULL_PV2014-301.xml,41764,4,PT/2014-301,PT,1,2014-301,PT/2014-301,ZaniklĂ˝ dokument,PT/2014-301-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2014-356,OPENDATAST96_PT_CZ_FULL_PV2014-356.xml,41782,4,PT/2014-356,PT,1,2014-356,PT/2014-356,ZaniklĂ˝ dokument,PT/2014-356-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2014-375,OPENDATAST96_PT_CZ_FULL_PV2014-375.xml,41792,4,PT/2014-375,PT,1,2014-375,PT/2014-375,NegativnÄ› ukonÄŤenĂ˝ po zveĹ™ejnÄ›nÄ‚Â­,PT/2014-375-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2014-396,OPENDATAST96_PT_CZ_FULL_PV2014-396.xml,41799,4,PT/2014-396,PT,1,2014-396,PT/2014-396,ZaniklĂ˝ dokument,PT/2014-396-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2014-427,OPENDATAST96_PT_CZ_FULL_PV2014-427.xml,41810,4,PT/2014-427,PT,1,2014-427,PT/2014-427,ZaniklĂ˝ dokument,PT/2014-427-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2014-500,OPENDATAST96_PT_CZ_FULL_PV2014-500.xml,41837,4,PT/2014-500,PT,1,2014-500,PT/2014-500,ZaniklĂ˝ dokument,PT/2014-500-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2014-537,OPENDATAST96_PT_CZ_FULL_PV2014-537.xml,41859,4,PT/2014-537,PT,1,2014-537,PT/2014-537,ZaniklĂ˝ dokument,PT/2014-537-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2014-779,OPENDATAST96_PT_CZ_FULL_PV2014-779.xml,41954,4,PT/2014-779,PT,1,2014-779,PT/2014-779,ZaniklĂ˝ dokument,PT/2014-779-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2014-805,OPENDATAST96_PT_CZ_FULL_PV2014-805.xml,41963,4,PT/2014-805,PT,1,2014-805,PT/2014-805,ZaniklĂ˝ dokument,PT/2014-805-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2014-827,OPENDATAST96_PT_CZ_FULL_PV2014-827.xml,41971,4,PT/2014-827,PT,1,2014-827,PT/2014-827,ZaniklĂ˝ dokument,PT/2014-827-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2014-83,OPENDATAST96_PT_CZ_FULL_PV2014-83.xml,41675,4,PT/2014-83,PT,1,2014-83,PT/2014-83,ZaniklĂ˝ dokument,PT/2014-83-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2014-839,OPENDATAST96_PT_CZ_FULL_PV2014-839.xml,41974,4,PT/2014-839,PT,1,2014-839,PT/2014-839,ZaniklĂ˝ dokument,PT/2014-839-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2014-840,OPENDATAST96_PT_CZ_FULL_PV2014-840.xml,41974,4,PT/2014-840,PT,1,2014-840,PT/2014-840,ZaniklĂ˝ dokument,PT/2014-840-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2014-841,OPENDATAST96_PT_CZ_FULL_PV2014-841.xml,41974,4,PT/2014-841,PT,1,2014-841,PT/2014-841,ZaniklĂ˝ dokument,PT/2014-841-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2014-842,OPENDATAST96_PT_CZ_FULL_PV2014-842.xml,41974,4,PT/2014-842,PT,1,2014-842,PT/2014-842,ZaniklĂ˝ dokument,PT/2014-842-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2014-909,OPENDATAST96_PT_CZ_FULL_PV2014-909.xml,41988,4,PT/2014-909,PT,1,2014-909,PT/2014-909,ZaniklĂ˝ dokument,PT/2014-909-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2014-937,OPENDATAST96_PT_CZ_FULL_PV2014-937.xml,41991,4,PT/2014-937,PT,1,2014-937,PT/2014-937,ZaniklĂ˝ dokument,PT/2014-937-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2014-94,OPENDATAST96_PT_CZ_FULL_PV2014-94.xml,41681,4,PT/2014-94,PT,1,2014-94,PT/2014-94,ZaniklĂ˝ dokument,PT/2014-94-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2014-979,OPENDATAST96_PT_CZ_FULL_PV2014-979.xml,42004,4,PT/2014-979,PT,1,2014-979,PT/2014-979,ZaniklĂ˝ dokument,PT/2014-979-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2014-98,OPENDATAST96_PT_CZ_FULL_PV2014-98.xml,41682,4,PT/2014-98,PT,1,2014-98,PT/2014-98,ZaniklĂ˝ dokument,PT/2014-98-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2015-115,OPENDATAST96_PT_CZ_FULL_PV2015-115.xml,42055,4,PT/2015-115,PT,1,2015-115,PT/2015-115,ZaniklĂ˝ dokument,PT/2015-115-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2015-126,OPENDATAST96_PT_CZ_FULL_PV2015-126.xml,42059,4,PT/2015-126,PT,1,2015-126,PT/2015-126,ZaniklĂ˝ dokument,PT/2015-126-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2015-15,OPENDATAST96_PT_CZ_FULL_PV2015-15.xml,42016,4,PT/2015-15,PT,1,2015-15,PT/2015-15,ZaniklĂ˝ dokument,PT/2015-15-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2015-16,OPENDATAST96_PT_CZ_FULL_PV2015-16.xml,42016,4,PT/2015-16,PT,1,2015-16,PT/2015-16,ZaniklĂ˝ dokument,PT/2015-16-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2015-18,OPENDATAST96_PT_CZ_FULL_PV2015-18.xml,42017,4,PT/2015-18,PT,1,2015-18,PT/2015-18,ZaniklĂ˝ dokument,PT/2015-18-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2015-199,OPENDATAST96_PT_CZ_FULL_PV2015-199.xml,42083,4,PT/2015-199,PT,1,2015-199,PT/2015-199,ZaniklĂ˝ dokument,PT/2015-199-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2015-223,OPENDATAST96_PT_CZ_FULL_PV2015-223.xml,42093,4,PT/2015-223,PT,1,2015-223,PT/2015-223,ZaniklĂ˝ dokument,PT/2015-223-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2015-263,OPENDATAST96_PT_CZ_FULL_PV2015-263.xml,42114,4,PT/2015-263,PT,1,2015-263,PT/2015-263,ZaniklĂ˝ dokument,PT/2015-263-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2015-306,OPENDATAST96_PT_CZ_FULL_PV2015-306.xml,42128,4,PT/2015-306,PT,1,2015-306,PT/2015-306,ZaniklĂ˝ dokument,PT/2015-306-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2015-327,OPENDATAST96_PT_CZ_FULL_PV2015-327.xml,42139,4,PT/2015-327,PT,1,2015-327,PT/2015-327,NegativnÄ› ukonÄŤenĂ˝ po zveĹ™ejnÄ›nÄ‚Â­,PT/2015-327-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2015-42,OPENDATAST96_PT_CZ_FULL_PV2015-42.xml,42027,4,PT/2015-42,PT,1,2015-42,PT/2015-42,NegativnÄ› ukonÄŤenĂ˝ po zveĹ™ejnÄ›nÄ‚Â­,PT/2015-42-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2015-420,OPENDATAST96_PT_CZ_FULL_PV2015-420.xml,42178,4,PT/2015-420,PT,1,2015-420,PT/2015-420,ZaniklĂ˝ dokument,PT/2015-420-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2015-455,OPENDATAST96_PT_CZ_FULL_PV2015-455.xml,42186,4,PT/2015-455,PT,1,2015-455,PT/2015-455,ZaniklĂ˝ dokument,PT/2015-455-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2015-511,OPENDATAST96_PT_CZ_FULL_PV2015-511.xml,42207,4,PT/2015-511,PT,1,2015-511,PT/2015-511,ZaniklĂ˝ dokument,PT/2015-511-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2015-647,OPENDATAST96_PT_CZ_FULL_PV2015-647.xml,42268,4,PT/2015-647,PT,1,2015-647,PT/2015-647,ZaniklĂ˝ dokument,PT/2015-647-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2015-685,OPENDATAST96_PT_CZ_FULL_PV2015-685.xml,42279,4,PT/2015-685,PT,1,2015-685,PT/2015-685,ZaniklĂ˝ dokument,PT/2015-685-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2015-7,OPENDATAST96_PT_CZ_FULL_PV2015-7.xml,42012,4,PT/2015-7,PT,1,2015-7,PT/2015-7,ZaniklĂ˝ dokument,PT/2015-7-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2015-73,OPENDATAST96_PT_CZ_FULL_PV2015-73.xml,42040,4,PT/2015-73,PT,1,2015-73,PT/2015-73,ZaniklĂ˝ dokument,PT/2015-73-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2015-750,OPENDATAST96_PT_CZ_FULL_PV2015-750.xml,42303,4,PT/2015-750,PT,1,2015-750,PT/2015-750,ZaniklĂ˝ dokument,PT/2015-750-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2015-8,OPENDATAST96_PT_CZ_FULL_PV2015-8.xml,42012,4,PT/2015-8,PT,1,2015-8,PT/2015-8,ZaniklĂ˝ dokument,PT/2015-8-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2015-835,OPENDATAST96_PT_CZ_FULL_PV2015-835.xml,42334,4,PT/2015-835,PT,1,2015-835,PT/2015-835,ZaniklĂ˝ dokument,PT/2015-835-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2015-841,OPENDATAST96_PT_CZ_FULL_PV2015-841.xml,42338,4,PT/2015-841,PT,1,2015-841,PT/2015-841,ZaniklĂ˝ dokument,PT/2015-841-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2015-863,OPENDATAST96_PT_CZ_FULL_PV2015-863.xml,42342,4,PT/2015-863,PT,1,2015-863,PT/2015-863,ZaniklĂ˝ dokument,PT/2015-863-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2015-898,OPENDATAST96_PT_CZ_FULL_PV2015-898.xml,42352,4,PT/2015-898,PT,1,2015-898,PT/2015-898,ZaniklĂ˝ dokument,PT/2015-898-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2015-911,OPENDATAST96_PT_CZ_FULL_PV2015-911.xml,42356,4,PT/2015-911,PT,1,2015-911,PT/2015-911,ZaniklĂ˝ dokument,PT/2015-911-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2015-912,OPENDATAST96_PT_CZ_FULL_PV2015-912.xml,42356,4,PT/2015-912,PT,1,2015-912,PT/2015-912,ZaniklĂ˝ dokument,PT/2015-912-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2016-225,OPENDATAST96_PT_CZ_FULL_PV2016-225.xml,42479,4,PT/2016-225,PT,1,2016-225,PT/2016-225,ZaniklĂ˝ dokument,PT/2016-225-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2016-269,OPENDATAST96_PT_CZ_FULL_PV2016-269.xml,42500,4,PT/2016-269,PT,1,2016-269,PT/2016-269,ZaniklĂ˝ dokument,PT/2016-269-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2016-272,OPENDATAST96_PT_CZ_FULL_PV2016-272.xml,42500,4,PT/2016-272,PT,1,2016-272,PT/2016-272,ZaniklĂ˝ dokument,PT/2016-272-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2016-540,OPENDATAST96_PT_CZ_FULL_PV2016-540.xml,42618,4,PT/2016-540,PT,1,2016-540,PT/2016-540,ZveĹ™ejnÄ›nĂˇ pĹ™ihlĂˇĹˇka,PT/2016-540-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2016-595,OPENDATAST96_PT_CZ_FULL_PV2016-595.xml,42636,4,PT/2016-595,PT,1,2016-595,PT/2016-595,ZaniklĂ˝ dokument,PT/2016-595-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2016-656,OPENDATAST96_PT_CZ_FULL_PV2016-656.xml,42663,4,PT/2016-656,PT,1,2016-656,PT/2016-656,ZaniklĂ˝ dokument,PT/2016-656-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2016-673,OPENDATAST96_PT_CZ_FULL_PV2016-673.xml,42674,4,PT/2016-673,PT,1,2016-673,PT/2016-673,ZaniklĂ˝ dokument,PT/2016-673-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2016-697,OPENDATAST96_PT_CZ_FULL_PV2016-697.xml,42682,4,PT/2016-697,PT,1,2016-697,PT/2016-697,ZaniklĂ˝ dokument,PT/2016-697-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2016-761,OPENDATAST96_PT_CZ_FULL_PV2016-761.xml,42708,4,PT/2016-761,PT,1,2016-761,PT/2016-761,ZaniklĂ˝ dokument,PT/2016-761-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2016-8,OPENDATAST96_PT_CZ_FULL_PV2016-8.xml,42380,4,PT/2016-8,PT,1,2016-8,PT/2016-8,ZaniklĂ˝ dokument,PT/2016-8-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2016-823,OPENDATAST96_PT_CZ_FULL_PV2016-823.xml,42726,4,PT/2016-823,PT,1,2016-823,PT/2016-823,ZaniklĂ˝ dokument,PT/2016-823-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2017-107,OPENDATAST96_PT_CZ_FULL_PV2017-107.xml,42790,4,PT/2017-107,PT,1,2017-107,PT/2017-107,ZaniklĂ˝ dokument,PT/2017-107-1
ÄŚeskĂ© vysokĂ© uÄŤenĂ­ technickĂ© v Praze,CZ,2017-130,OPENDATAST96_PT_CZ_FULL_PV2017-130.xml,42803,4,PT/2017-130,PT,1,2017-130,PT/2017-130,ZaniklĂ˝ dokument,PT/2017-130-1
