Applicant_name,Country_code,Application_number,File_name,Filing_date,ID_univerzita,API,TYP,TYP_cislo,Application_number,API,STAV,API_typ
TechnickĂˇ univerzita v Liberci,CZ,2015-247,OPENDATAST96_PT_CZ_DIFF_PV2015-247.xml,42108,11,PT/2015-247,PT,1,2015-247,PT/2015-247,ZaniklĂ˝ dokument,PT/2015-247-1
TechnickĂˇ univerzita v Liberci,CZ,2015-289,OPENDATAST96_PT_CZ_DIFF_PV2015-289.xml,42123,11,PT/2015-289,PT,1,2015-289,PT/2015-289,PlatnĂ˝ dokument proĹˇlĂˇ poshovovacĂ­ lhĹŻta,PT/2015-289-1
TechnickĂˇ univerzita v Liberci,CZ,2015-309,OPENDATAST96_PT_CZ_DIFF_PV2015-309.xml,42130,11,PT/2015-309,PT,1,2015-309,PT/2015-309,PlatnĂ˝ dokument,PT/2015-309-1
TechnickĂˇ univerzita v Liberci,CZ,2015-311,OPENDATAST96_PT_CZ_DIFF_PV2015-311.xml,42130,11,PT/2015-311,PT,1,2015-311,PT/2015-311,PlatnĂ˝ dokument,PT/2015-311-1
TechnickĂˇ univerzita v Liberci,CZ,2015-37,OPENDATAST96_PT_CZ_DIFF_PV2015-37.xml,42026,11,PT/2015-37,PT,1,2015-37,PT/2015-37,PlatnĂ˝ dokument,PT/2015-37-1
TechnickĂˇ univerzita v Liberci,CZ,2015-382,OPENDATAST96_PT_CZ_DIFF_PV2015-382.xml,42160,11,PT/2015-382,PT,1,2015-382,PT/2015-382,PlatnĂ˝ dokument,PT/2015-382-1
TechnickĂˇ univerzita v Liberci,CZ,2015-590,OPENDATAST96_PT_CZ_DIFF_PV2015-590.xml,42247,11,PT/2015-590,PT,1,2015-590,PT/2015-590,ZaniklĂ˝ dokument,PT/2015-590-1
TechnickĂˇ univerzita v Liberci,CZ,2015-672,OPENDATAST96_PT_CZ_DIFF_PV2015-672.xml,42277,11,PT/2015-672,PT,1,2015-672,PT/2015-672,ZaniklĂ˝ dokument,PT/2015-672-1
TechnickĂˇ univerzita v Liberci,CZ,2015-785,OPENDATAST96_PT_CZ_DIFF_PV2015-785.xml,42313,11,PT/2015-785,PT,1,2015-785,PT/2015-785,PlatnĂ˝ dokument,PT/2015-785-1
TechnickĂˇ univerzita v Liberci,CZ,2015-836,OPENDATAST96_PT_CZ_DIFF_PV2015-836.xml,42335,11,PT/2015-836,PT,1,2015-836,PT/2015-836,PlatnĂ˝ dokument,PT/2015-836-1
TechnickĂˇ univerzita v Liberci,CZ,2015-909,OPENDATAST96_PT_CZ_DIFF_PV2015-909.xml,42356,11,PT/2015-909,PT,1,2015-909,PT/2015-909,PlatnĂ˝ dokument,PT/2015-909-1
TechnickĂˇ univerzita v Liberci,CZ,2015-928,OPENDATAST96_PT_CZ_DIFF_PV2015-928.xml,42359,11,PT/2015-928,PT,1,2015-928,PT/2015-928,ZaniklĂ˝ dokument,PT/2015-928-1
TechnickĂˇ univerzita v Liberci,CZ,2016-140,OPENDATAST96_PT_CZ_DIFF_PV2016-140.xml,42439,11,PT/2016-140,PT,1,2016-140,PT/2016-140,ZaniklĂ˝ dokument,PT/2016-140-1
TechnickĂˇ univerzita v Liberci,CZ,2016-177,OPENDATAST96_PT_CZ_DIFF_PV2016-177.xml,42453,11,PT/2016-177,PT,1,2016-177,PT/2016-177,ZaniklĂ˝ dokument,PT/2016-177-1
TechnickĂˇ univerzita v Liberci,CZ,2016-351,OPENDATAST96_PT_CZ_DIFF_PV2016-351.xml,42534,11,PT/2016-351,PT,1,2016-351,PT/2016-351,PlatnĂ˝ dokument na poshovovacĂ­ lhĹŻtÄ›,PT/2016-351-1
TechnickĂˇ univerzita v Liberci,CZ,2017-12,OPENDATAST96_PT_CZ_DIFF_PV2017-12.xml,42746,11,PT/2017-12,PT,1,2017-12,PT/2017-12,PlatnĂ˝ dokument,PT/2017-12-1
TechnickĂˇ univerzita v Liberci,CZ,2017-252,OPENDATAST96_PT_CZ_DIFF_PV2017-252.xml,42859,11,PT/2017-252,PT,1,2017-252,PT/2017-252,PlatnĂ˝ dokument,PT/2017-252-1
TechnickĂˇ univerzita v Liberci,CZ,2017-294,OPENDATAST96_PT_CZ_DIFF_PV2017-294.xml,42879,11,PT/2017-294,PT,1,2017-294,PT/2017-294,ZaniklĂ˝ dokument,PT/2017-294-1
TechnickĂˇ univerzita v Liberci,CZ,2017-383,OPENDATAST96_PT_CZ_DIFF_PV2017-383.xml,42915,11,PT/2017-383,PT,1,2017-383,PT/2017-383,PlatnĂ˝ dokument,PT/2017-383-1
TechnickĂˇ univerzita v Liberci,CZ,2017-521,OPENDATAST96_PT_CZ_DIFF_PV2017-521.xml,42985,11,PT/2017-521,PT,1,2017-521,PT/2017-521,PlatnĂ˝ dokument,PT/2017-521-1
TechnickĂˇ univerzita v Liberci,CZ,2017-752,OPENDATAST96_PT_CZ_DIFF_PV2017-752.xml,43063,11,PT/2017-752,PT,1,2017-752,PT/2017-752,NegativnÄ› ukonÄŤenĂ˝ po zveĹ™ejnÄ›nÄ‚Â­,PT/2017-752-1
TechnickĂˇ univerzita v Liberci,CZ,2017-768,OPENDATAST96_PT_CZ_DIFF_PV2017-768.xml,43069,11,PT/2017-768,PT,1,2017-768,PT/2017-768,PlatnĂ˝ dokument,PT/2017-768-1
TechnickĂˇ univerzita v Liberci,CZ,2017-89,OPENDATAST96_PT_CZ_DIFF_PV2017-89.xml,42781,11,PT/2017-89,PT,1,2017-89,PT/2017-89,PlatnĂ˝ dokument,PT/2017-89-1
TechnickĂˇ univerzita v Liberci,CZ,2018-13,OPENDATAST96_PT_CZ_DIFF_PV2018-13.xml,43111,11,PT/2018-13,PT,1,2018-13,PT/2018-13,PlatnĂ˝ dokument,PT/2018-13-1
TechnickĂˇ univerzita v Liberci,CZ,2018-252,OPENDATAST96_PT_CZ_DIFF_PV2018-252.xml,43250,11,PT/2018-252,PT,1,2018-252,PT/2018-252,PlatnĂ˝ dokument,PT/2018-252-1
TechnickĂˇ univerzita v Liberci,CZ,2018-274,OPENDATAST96_PT_CZ_DIFF_PV2018-274.xml,43259,11,PT/2018-274,PT,1,2018-274,PT/2018-274,PlatnĂ˝ dokument,PT/2018-274-1
TechnickĂˇ univerzita v Liberci,CZ,2018-416,OPENDATAST96_PT_CZ_DIFF_PV2018-416.xml,43327,11,PT/2018-416,PT,1,2018-416,PT/2018-416,PlatnĂ˝ dokument,PT/2018-416-1
TechnickĂˇ univerzita v Liberci,CZ,2019-117,OPENDATAST96_PT_CZ_DIFF_PV2019-117.xml,43524,11,PT/2019-117,PT,1,2019-117,PT/2019-117,PlatnĂ˝ dokument,PT/2019-117-1
TechnickĂˇ univerzita v Liberci,CZ,2019-118,OPENDATAST96_PT_CZ_DIFF_PV2019-118.xml,43524,11,PT/2019-118,PT,1,2019-118,PT/2019-118,PlatnĂ˝ dokument,PT/2019-118-1
TechnickĂˇ univerzita v Liberci,CZ,2019-191,OPENDATAST96_PT_CZ_DIFF_PV2019-191.xml,43552,11,PT/2019-191,PT,1,2019-191,PT/2019-191,NegativnÄ› ukonÄŤenĂ˝ po zveĹ™ejnÄ›nÄ‚Â­,PT/2019-191-1
TechnickĂˇ univerzita v Liberci,CZ,2019-192,OPENDATAST96_PT_CZ_DIFF_PV2019-192.xml,43552,11,PT/2019-192,PT,1,2019-192,PT/2019-192,NegativnÄ› ukonÄŤenĂ˝ po zveĹ™ejnÄ›nÄ‚Â­,PT/2019-192-1
TechnickĂˇ univerzita v Liberci,CZ,2019-200,OPENDATAST96_PT_CZ_DIFF_PV2019-200.xml,43553,11,PT/2019-200,PT,1,2019-200,PT/2019-200,PlatnĂ˝ dokument,PT/2019-200-1
TechnickĂˇ univerzita v Liberci,CZ,2019-583,OPENDATAST96_PT_CZ_DIFF_PV2019-583.xml,43721,11,PT/2019-583,PT,1,2019-583,PT/2019-583,PlatnĂ˝ dokument,PT/2019-583-1
TechnickĂˇ univerzita v Liberci,CZ,2019-584,OPENDATAST96_PT_CZ_DIFF_PV2019-584.xml,43721,11,PT/2019-584,PT,1,2019-584,PT/2019-584,PlatnĂ˝ dokument,PT/2019-584-1
TechnickĂˇ univerzita v Liberci,CZ,2019-756,OPENDATAST96_PT_CZ_DIFF_PV2019-756.xml,43808,11,PT/2019-756,PT,1,2019-756,PT/2019-756,PlatnĂ˝ dokument,PT/2019-756-1
TechnickĂˇ univerzita v Liberci,CZ,2019-796,OPENDATAST96_PT_CZ_DIFF_PV2019-796.xml,43819,11,PT/2019-796,PT,1,2019-796,PT/2019-796,NegativnÄ› ukonÄŤenĂ˝ po zveĹ™ejnÄ›nÄ‚Â­,PT/2019-796-1
TechnickĂˇ univerzita v Liberci,CZ,2020-113,OPENDATAST96_PT_CZ_DIFF_PV2020-113.xml,43895,11,PT/2020-113,PT,1,2020-113,PT/2020-113,PlatnĂ˝ dokument,PT/2020-113-1
TechnickĂˇ univerzita v Liberci,CZ,2020-158,OPENDATAST96_PT_CZ_DIFF_PV2020-158.xml,43910,11,PT/2020-158,PT,1,2020-158,PT/2020-158,ZaniklĂ˝ dokument,PT/2020-158-1
TechnickĂˇ univerzita v Liberci,CZ,2020-316,OPENDATAST96_PT_CZ_DIFF_PV2020-316.xml,43986,11,PT/2020-316,PT,1,2020-316,PT/2020-316,PlatnĂ˝ dokument,PT/2020-316-1
TechnickĂˇ univerzita v Liberci,CZ,2020-317,OPENDATAST96_PT_CZ_DIFF_PV2020-317.xml,43986,11,PT/2020-317,PT,1,2020-317,PT/2020-317,PlatnĂ˝ dokument,PT/2020-317-1
TechnickĂˇ univerzita v Liberci,CZ,2020-371,OPENDATAST96_PT_CZ_DIFF_PV2020-371.xml,44008,11,PT/2020-371,PT,1,2020-371,PT/2020-371,PlatnĂ˝ dokument na poshovovacĂ­ lhĹŻtÄ›,PT/2020-371-1
TechnickĂˇ univerzita v Liberci,CZ,2020-43,OPENDATAST96_PT_CZ_DIFF_PV2020-43.xml,43860,11,PT/2020-43,PT,1,2020-43,PT/2020-43,PlatnĂ˝ dokument,PT/2020-43-1
TechnickĂˇ univerzita v Liberci,CZ,2020-443,OPENDATAST96_PT_CZ_DIFF_PV2020-443.xml,44048,11,PT/2020-443,PT,1,2020-443,PT/2020-443,PlatnĂ˝ dokument na poshovovacĂ­ lhĹŻtÄ›,PT/2020-443-1
TechnickĂˇ univerzita v Liberci,CZ,2020-444,OPENDATAST96_PT_CZ_DIFF_PV2020-444.xml,44048,11,PT/2020-444,PT,1,2020-444,PT/2020-444,PlatnĂ˝ dokument na poshovovacĂ­ lhĹŻtÄ›,PT/2020-444-1
TechnickĂˇ univerzita v Liberci,CZ,2020-576,OPENDATAST96_PT_CZ_DIFF_PV2020-576.xml,44126,11,PT/2020-576,PT,1,2020-576,PT/2020-576,PlatnĂ˝ dokument,PT/2020-576-1
TechnickĂˇ univerzita v Liberci,CZ,2020-603,OPENDATAST96_PT_CZ_DIFF_PV2020-603.xml,44144,11,PT/2020-603,PT,1,2020-603,PT/2020-603,PlatnĂ˝ dokument,PT/2020-603-1
TechnickĂˇ univerzita v Liberci,CZ,2020-649,OPENDATAST96_PT_CZ_DIFF_PV2020-649.xml,44168,11,PT/2020-649,PT,1,2020-649,PT/2020-649,PlatnĂ˝ dokument,PT/2020-649-1
TechnickĂˇ univerzita v Liberci,CZ,2020-72,OPENDATAST96_PT_CZ_DIFF_PV2020-72.xml,43875,11,PT/2020-72,PT,1,2020-72,PT/2020-72,PlatnĂ˝ dokument,PT/2020-72-1
TechnickĂˇ univerzita v Liberci,CZ,2021-194,OPENDATAST96_PT_CZ_DIFF_PV2021-194.xml,44305,11,PT/2021-194,PT,1,2021-194,PT/2021-194,ZveĹ™ejnÄ›nĂˇ pĹ™ihlĂˇĹˇka,PT/2021-194-1
TechnickĂˇ univerzita v Liberci,CZ,2021-200,OPENDATAST96_PT_CZ_DIFF_PV2021-200.xml,44306,11,PT/2021-200,PT,1,2021-200,PT/2021-200,PlatnĂ˝ dokument,PT/2021-200-1
TechnickĂˇ univerzita v Liberci,CZ,2021-231,OPENDATAST96_PT_CZ_DIFF_PV2021-231.xml,44328,11,PT/2021-231,PT,1,2021-231,PT/2021-231,ZveĹ™ejnÄ›nĂˇ pĹ™ihlĂˇĹˇka,PT/2021-231-1
TechnickĂˇ univerzita v Liberci,CZ,2021-262,OPENDATAST96_PT_CZ_DIFF_PV2021-262.xml,44344,11,PT/2021-262,PT,1,2021-262,PT/2021-262,PlatnĂ˝ dokument,PT/2021-262-1
TechnickĂˇ univerzita v Liberci,CZ,2021-287,OPENDATAST96_PT_CZ_DIFF_PV2021-287.xml,44354,11,PT/2021-287,PT,1,2021-287,PT/2021-287,ZveĹ™ejnÄ›nĂˇ pĹ™ihlĂˇĹˇka,PT/2021-287-1
TechnickĂˇ univerzita v Liberci,CZ,2021-36,OPENDATAST96_PT_CZ_DIFF_PV2021-36.xml,44223,11,PT/2021-36,PT,1,2021-36,PT/2021-36,PlatnĂ˝ dokument,PT/2021-36-1
TechnickĂˇ univerzita v Liberci,CZ,2021-456,OPENDATAST96_PT_CZ_DIFF_PV2021-456.xml,44469,11,PT/2021-456,PT,1,2021-456,PT/2021-456,PlatnĂ˝ dokument na poshovovacĂ­ lhĹŻtÄ›,PT/2021-456-1
TechnickĂˇ univerzita v Liberci,CZ,2021-473,OPENDATAST96_PT_CZ_DIFF_PV2021-473.xml,44477,11,PT/2021-473,PT,1,2021-473,PT/2021-473,PlatnĂ˝ dokument,PT/2021-473-1
TechnickĂˇ univerzita v Liberci,CZ,2021-479,OPENDATAST96_PT_CZ_DIFF_PV2021-479.xml,44483,11,PT/2021-479,PT,1,2021-479,PT/2021-479,PlatnĂ˝ dokument,PT/2021-479-1
TechnickĂˇ univerzita v Liberci,CZ,2021-558,OPENDATAST96_PT_CZ_DIFF_PV2021-558.xml,44539,11,PT/2021-558,PT,1,2021-558,PT/2021-558,PlatnĂ˝ dokument,PT/2021-558-1
TechnickĂˇ univerzita v Liberci,CZ,2021-587,OPENDATAST96_PT_CZ_DIFF_PV2021-587.xml,44551,11,PT/2021-587,PT,1,2021-587,PT/2021-587,ZveĹ™ejnÄ›nĂˇ pĹ™ihlĂˇĹˇka,PT/2021-587-1
TechnickĂˇ univerzita v Liberci,CZ,2021-589,OPENDATAST96_PT_CZ_DIFF_PV2021-589.xml,44552,11,PT/2021-589,PT,1,2021-589,PT/2021-589,PlatnĂ˝ dokument,PT/2021-589-1
TechnickĂˇ univerzita v Liberci,CZ,2021-590,OPENDATAST96_PT_CZ_DIFF_PV2021-590.xml,44552,11,PT/2021-590,PT,1,2021-590,PT/2021-590,ZveĹ™ejnÄ›nĂˇ pĹ™ihlĂˇĹˇka,PT/2021-590-1
TechnickĂˇ univerzita v Liberci,CZ,2021-69,OPENDATAST96_PT_CZ_DIFF_PV2021-69.xml,44243,11,PT/2021-69,PT,1,2021-69,PT/2021-69,ZveĹ™ejnÄ›nĂˇ pĹ™ihlĂˇĹˇka,PT/2021-69-1
TechnickĂˇ univerzita v Liberci,CZ,2022-160,OPENDATAST96_PT_CZ_DIFF_PV2022-160.xml,44671,11,PT/2022-160,PT,1,2022-160,PT/2022-160,PlatnĂ˝ dokument,PT/2022-160-1
TechnickĂˇ univerzita v Liberci,CZ,2022-248,OPENDATAST96_PT_CZ_DIFF_PV2022-248.xml,44721,11,PT/2022-248,PT,1,2022-248,PT/2022-248,PlatnĂ˝ dokument,PT/2022-248-1
TechnickĂˇ univerzita v Liberci,CZ,2022-279,OPENDATAST96_PT_CZ_DIFF_PV2022-279.xml,44734,11,PT/2022-279,PT,1,2022-279,PT/2022-279,ZveĹ™ejnÄ›nĂˇ pĹ™ihlĂˇĹˇka,PT/2022-279-1
TechnickĂˇ univerzita v Liberci,CZ,2022-3,OPENDATAST96_PT_CZ_DIFF_PV2022-3.xml,44565,11,PT/2022-3,PT,1,2022-3,PT/2022-3,PlatnĂ˝ dokument,PT/2022-3-1
TechnickĂˇ univerzita v Liberci,CZ,2022-370,OPENDATAST96_PT_CZ_DIFF_PV2022-370.xml,44806,11,PT/2022-370,PT,1,2022-370,PT/2022-370,ZveĹ™ejnÄ›nĂˇ pĹ™ihlĂˇĹˇka,PT/2022-370-1
TechnickĂˇ univerzita v Liberci,CZ,2022-39,OPENDATAST96_PT_CZ_DIFF_PV2022-39.xml,44589,11,PT/2022-39,PT,1,2022-39,PT/2022-39,PlatnĂ˝ dokument,PT/2022-39-1
TechnickĂˇ univerzita v Liberci,CZ,2022-488,OPENDATAST96_PT_CZ_DIFF_PV2022-488.xml,44886,11,PT/2022-488,PT,1,2022-488,PT/2022-488,PlatnĂ˝ dokument,PT/2022-488-1
TechnickĂˇ univerzita v Liberci,CZ,2022-530,OPENDATAST96_PT_CZ_DIFF_PV2022-530.xml,44911,11,PT/2022-530,PT,1,2022-530,PT/2022-530,ZveĹ™ejnÄ›nĂˇ pĹ™ihlĂˇĹˇka,PT/2022-530-1
TechnickĂˇ univerzita v Liberci,CZ,2022-555,OPENDATAST96_PT_CZ_DIFF_PV2022-555.xml,44924,11,PT/2022-555,PT,1,2022-555,PT/2022-555,ZveĹ™ejnÄ›nĂˇ pĹ™ihlĂˇĹˇka,PT/2022-555-1
TechnickĂˇ univerzita v Liberci,CZ,2022-64,OPENDATAST96_PT_CZ_DIFF_PV2022-64.xml,44602,11,PT/2022-64,PT,1,2022-64,PT/2022-64,PlatnĂ˝ dokument,PT/2022-64-1
TechnickĂˇ univerzita v Liberci,CZ,2022-71,OPENDATAST96_PT_CZ_DIFF_PV2022-71.xml,44607,11,PT/2022-71,PT,1,2022-71,PT/2022-71,ZaniklĂ˝ dokument,PT/2022-71-1
TechnickĂˇ univerzita v Liberci,CZ,2022-94,OPENDATAST96_PT_CZ_DIFF_PV2022-94.xml,44620,11,PT/2022-94,PT,1,2022-94,PT/2022-94,PlatnĂ˝ dokument,PT/2022-94-1
TechnickĂˇ univerzita v Liberci,CZ,2013-27461,OPENDATAST96_PT_CZ_FULL_PUV2013-27461.xml,41320,11,PUV/27461,PUV,2,2013-27461,PUV/27461,ZaniklĂ˝ dokument,PUV/27461-2
TechnickĂˇ univerzita v Liberci,CZ,2013-27520,OPENDATAST96_PT_CZ_FULL_PUV2013-27520.xml,41320,11,PUV/27520,PUV,2,2013-27520,PUV/27520,ZaniklĂ˝ dokument,PUV/27520-2
TechnickĂˇ univerzita v Liberci,CZ,2013-27521,OPENDATAST96_PT_CZ_FULL_PUV2013-27521.xml,41320,11,PUV/27521,PUV,2,2013-27521,PUV/27521,ZaniklĂ˝ dokument,PUV/27521-2
TechnickĂˇ univerzita v Liberci,CZ,2013-27574,OPENDATAST96_PT_CZ_FULL_PUV2013-27574.xml,41344,11,PUV/27574,PUV,2,2013-27574,PUV/27574,ZaniklĂ˝ dokument,PUV/27574-2
TechnickĂˇ univerzita v Liberci,CZ,2013-27589,OPENDATAST96_PT_CZ_FULL_PUV2013-27589.xml,41345,11,PUV/27589,PUV,2,2013-27589,PUV/27589,ZaniklĂ˝ dokument,PUV/27589-2
TechnickĂˇ univerzita v Liberci,CZ,2013-27642,OPENDATAST96_PT_CZ_FULL_PUV2013-27642.xml,41358,11,PUV/27642,PUV,2,2013-27642,PUV/27642,ZaniklĂ˝ dokument,PUV/27642-2
TechnickĂˇ univerzita v Liberci,CZ,2013-28380,OPENDATAST96_PT_CZ_FULL_PUV2013-28380.xml,41466,11,PUV/28380,PUV,2,2013-28380,PUV/28380,ZaniklĂ˝ dokument,PUV/28380-2
TechnickĂˇ univerzita v Liberci,CZ,2013-28412,OPENDATAST96_PT_CZ_FULL_PUV2013-28412.xml,41521,11,PUV/28412,PUV,2,2013-28412,PUV/28412,ZaniklĂ˝ dokument,PUV/28412-2
TechnickĂˇ univerzita v Liberci,CZ,2013-28452,OPENDATAST96_PT_CZ_FULL_PUV2013-28452.xml,41530,11,PUV/28452,PUV,2,2013-28452,PUV/28452,ZaniklĂ˝ dokument,PUV/28452-2
TechnickĂˇ univerzita v Liberci,CZ,2013-28461,OPENDATAST96_PT_CZ_FULL_PUV2013-28461.xml,41533,11,PUV/28461,PUV,2,2013-28461,PUV/28461,ZaniklĂ˝ dokument,PUV/28461-2
TechnickĂˇ univerzita v Liberci,CZ,2013-28711,OPENDATAST96_PT_CZ_FULL_PUV2013-28711.xml,41578,11,PUV/28711,PUV,2,2013-28711,PUV/28711,ZaniklĂ˝ dokument,PUV/28711-2
TechnickĂˇ univerzita v Liberci,CZ,2013-28860,OPENDATAST96_PT_CZ_FULL_PUV2013-28860.xml,41610,11,PUV/28860,PUV,2,2013-28860,PUV/28860,ZaniklĂ˝ dokument,PUV/28860-2
TechnickĂˇ univerzita v Liberci,CZ,2013-28918,OPENDATAST96_PT_CZ_FULL_PUV2013-28918.xml,41620,11,PUV/28918,PUV,2,2013-28918,PUV/28918,ZaniklĂ˝ dokument,PUV/28918-2
TechnickĂˇ univerzita v Liberci,CZ,2013-28946,OPENDATAST96_PT_CZ_FULL_PUV2013-28946.xml,41624,11,PUV/28946,PUV,2,2013-28946,PUV/28946,ZaniklĂ˝ dokument,PUV/28946-2
TechnickĂˇ univerzita v Liberci,CZ,2013-28947,OPENDATAST96_PT_CZ_FULL_PUV2013-28947.xml,41624,11,PUV/28947,PUV,2,2013-28947,PUV/28947,ZaniklĂ˝ dokument,PUV/28947-2
TechnickĂˇ univerzita v Liberci,CZ,2013-28983,OPENDATAST96_PT_CZ_FULL_PUV2013-28983.xml,41627,11,PUV/28983,PUV,2,2013-28983,PUV/28983,ZaniklĂ˝ dokument,PUV/28983-2
TechnickĂˇ univerzita v Liberci,CZ,2014-29128,OPENDATAST96_PT_CZ_FULL_PUV2014-29128.xml,41663,11,PUV/29128,PUV,2,2014-29128,PUV/29128,ZaniklĂ˝ dokument,PUV/29128-2
TechnickĂˇ univerzita v Liberci,CZ,2014-29333,OPENDATAST96_PT_CZ_FULL_PUV2014-29333.xml,41712,11,PUV/29333,PUV,2,2014-29333,PUV/29333,ZaniklĂ˝ dokument,PUV/29333-2
TechnickĂˇ univerzita v Liberci,CZ,2014-29399,OPENDATAST96_PT_CZ_FULL_PUV2014-29399.xml,41726,11,PUV/29399,PUV,2,2014-29399,PUV/29399,ZaniklĂ˝ dokument,PUV/29399-2
TechnickĂˇ univerzita v Liberci,CZ,2014-29553,OPENDATAST96_PT_CZ_FULL_PUV2014-29553.xml,41772,11,PUV/29553,PUV,2,2014-29553,PUV/29553,ZaniklĂ˝ dokument,PUV/29553-2
TechnickĂˇ univerzita v Liberci,CZ,2014-29564,OPENDATAST96_PT_CZ_FULL_PUV2014-29564.xml,41778,11,PUV/29564,PUV,2,2014-29564,PUV/29564,ZaniklĂ˝ dokument,PUV/29564-2
TechnickĂˇ univerzita v Liberci,CZ,2014-29686,OPENDATAST96_PT_CZ_FULL_PUV2014-29686.xml,41808,11,PUV/29686,PUV,2,2014-29686,PUV/29686,ZaniklĂ˝ dokument,PUV/29686-2
TechnickĂˇ univerzita v Liberci,CZ,2014-29724,OPENDATAST96_PT_CZ_FULL_PUV2014-29724.xml,41821,11,PUV/29724,PUV,2,2014-29724,PUV/29724,ZaniklĂ˝ dokument,PUV/29724-2
TechnickĂˇ univerzita v Liberci,CZ,2014-29759,OPENDATAST96_PT_CZ_FULL_PUV2014-29759.xml,41831,11,PUV/29759,PUV,2,2014-29759,PUV/29759,ZaniklĂ˝ dokument,PUV/29759-2
TechnickĂˇ univerzita v Liberci,CZ,2014-29760,OPENDATAST96_PT_CZ_FULL_PUV2014-29760.xml,41831,11,PUV/29760,PUV,2,2014-29760,PUV/29760,ZaniklĂ˝ dokument,PUV/29760-2
TechnickĂˇ univerzita v Liberci,CZ,2014-29764,OPENDATAST96_PT_CZ_FULL_PUV2014-29764.xml,41831,11,PUV/29764,PUV,2,2014-29764,PUV/29764,ZaniklĂ˝ dokument,PUV/29764-2
TechnickĂˇ univerzita v Liberci,CZ,2014-29765,OPENDATAST96_PT_CZ_FULL_PUV2014-29765.xml,41831,11,PUV/29765,PUV,2,2014-29765,PUV/29765,ZaniklĂ˝ dokument,PUV/29765-2
TechnickĂˇ univerzita v Liberci,CZ,2014-29766,OPENDATAST96_PT_CZ_FULL_PUV2014-29766.xml,41831,11,PUV/29766,PUV,2,2014-29766,PUV/29766,ZaniklĂ˝ dokument,PUV/29766-2
TechnickĂˇ univerzita v Liberci,CZ,2014-29898,OPENDATAST96_PT_CZ_FULL_PUV2014-29898.xml,41873,11,PUV/29898,PUV,2,2014-29898,PUV/29898,ZaniklĂ˝ dokument,PUV/29898-2
TechnickĂˇ univerzita v Liberci,CZ,2014-29904,OPENDATAST96_PT_CZ_FULL_PUV2014-29904.xml,41876,11,PUV/29904,PUV,2,2014-29904,PUV/29904,ZaniklĂ˝ dokument,PUV/29904-2
TechnickĂˇ univerzita v Liberci,CZ,2014-29931,OPENDATAST96_PT_CZ_FULL_PUV2014-29931.xml,41534,11,PUV/29931,PUV,2,2014-29931,PUV/29931,ZaniklĂ˝ dokument,PUV/29931-2
TechnickĂˇ univerzita v Liberci,CZ,2014-29950,OPENDATAST96_PT_CZ_FULL_PUV2014-29950.xml,41884,11,PUV/29950,PUV,2,2014-29950,PUV/29950,ZaniklĂ˝ dokument,PUV/29950-2
TechnickĂˇ univerzita v Liberci,CZ,2014-29959,OPENDATAST96_PT_CZ_FULL_PUV2014-29959.xml,41890,11,PUV/29959,PUV,2,2014-29959,PUV/29959,ZaniklĂ˝ dokument,PUV/29959-2
TechnickĂˇ univerzita v Liberci,CZ,2014-30077,OPENDATAST96_PT_CZ_FULL_PUV2014-30077.xml,41922,11,PUV/30077,PUV,2,2014-30077,PUV/30077,ZaniklĂ˝ dokument,PUV/30077-2
TechnickĂˇ univerzita v Liberci,CZ,2014-30114,OPENDATAST96_PT_CZ_FULL_PUV2014-30114.xml,41932,11,PUV/30114,PUV,2,2014-30114,PUV/30114,ZaniklĂ˝ dokument,PUV/30114-2
TechnickĂˇ univerzita v Liberci,CZ,2014-30123,OPENDATAST96_PT_CZ_FULL_PUV2014-30123.xml,41932,11,PUV/30123,PUV,2,2014-30123,PUV/30123,ZaniklĂ˝ dokument,PUV/30123-2
TechnickĂˇ univerzita v Liberci,CZ,2014-30131,OPENDATAST96_PT_CZ_FULL_PUV2014-30131.xml,41933,11,PUV/30131,PUV,2,2014-30131,PUV/30131,ZaniklĂ˝ dokument,PUV/30131-2
TechnickĂˇ univerzita v Liberci,CZ,2014-30132,OPENDATAST96_PT_CZ_FULL_PUV2014-30132.xml,41933,11,PUV/30132,PUV,2,2014-30132,PUV/30132,ZaniklĂ˝ dokument,PUV/30132-2
TechnickĂˇ univerzita v Liberci,CZ,2014-30133,OPENDATAST96_PT_CZ_FULL_PUV2014-30133.xml,41933,11,PUV/30133,PUV,2,2014-30133,PUV/30133,ZaniklĂ˝ dokument,PUV/30133-2
TechnickĂˇ univerzita v Liberci,CZ,2014-30139,OPENDATAST96_PT_CZ_FULL_PUV2014-30139.xml,41934,11,PUV/30139,PUV,2,2014-30139,PUV/30139,ZaniklĂ˝ dokument,PUV/30139-2
TechnickĂˇ univerzita v Liberci,CZ,2014-30158,OPENDATAST96_PT_CZ_FULL_PUV2014-30158.xml,41936,11,PUV/30158,PUV,2,2014-30158,PUV/30158,ZaniklĂ˝ dokument,PUV/30158-2
TechnickĂˇ univerzita v Liberci,CZ,2014-30180,OPENDATAST96_PT_CZ_FULL_PUV2014-30180.xml,41942,11,PUV/30180,PUV,2,2014-30180,PUV/30180,ZaniklĂ˝ dokument,PUV/30180-2
